COSING Ref No;INCI name;Function
32227;BROMOCINNAMAL;FRAGRANCE
32228;BROMOCRESOL GREEN;COLORANT
82518;BROMOETHYL PCA;HUMECTANT
88093;BROMOPHENYL PROPENAMINOETHYL ISOQUINOLINESULFONAMIDE HCL;BLEACHING
32229;BROMOTHYMOL BLUE;COLORANT
54969;BROMPHENOL BLUE;ANTIMICROBIAL, ANTIOXIDANT
89429;BRONZITE POWDER;BULKING, COLORANT
86686;BROUSSONETIA KAZINOKI BARK EXTRACT;SKIN CONDITIONING
91198;BROUSSONETIA KAZINOKI CALLUS CULTURE EXTRACT;SKIN CONDITIONING
54970;BROUSSONETIA KAZINOKI ROOT EXTRACT;SKIN CONDITIONING
96051;BROUSSONETIA KAZINOKI STEM EXTRACT;SKIN CONDITIONING
54971;BROUSSONETIA PAPYRIFERA BARK EXTRACT;SKIN CONDITIONING
97971;BROUSSONETIA PAPYRIFERA STEM EXTRACT;ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING
97630;BROWN HYDRA EXTRACT;ANTIOXIDANT, HUMECTANT, SKIN CONDITIONING
82373;BROWN RICE VINEGAR;HUMECTANT, SKIN CONDITIONING
54972;BRUCEA AMARISSIMA GALL EXTRACT;SKIN CONDITIONING
54973;BRUCINE SULFATE;DENATURANT
82631;BRYONOLIC ACID;SKIN CONDITIONING - EMOLLIENT
32230;BUBULUM OIL;SKIN CONDITIONING - EMOLLIENT, SOLVENT
91146;BUCHANANIA LANZAN SEED EXTRACT;SKIN CONDITIONING
54974;BUDDLEJA AXILLARIS LEAF EXTRACT;ANTIOXIDANT, BLEACHING, SKIN CONDITIONING, SKIN PROTECTING
97169;BUDDLEJA DAVIDII CALLUS EXTRACT;NOT REPORTED
54975;BUDDLEJA DAVIDII EXTRACT;SKIN CONDITIONING
87470;BUDDLEJA DAVIDII LEAF CELL CULTURE EXTRACT;SKIN CONDITIONING
85288;BUDDLEJA DAVIDII LEAF EXTRACT;SKIN CONDITIONING
85289;BUDDLEJA DAVIDII MERISTEM CELL CULTURE;SKIN CONDITIONING
96013;BUDDLEJA GLOBOSA LEAF EXTRACT;SKIN CONDITIONING
94262;BUDDLEJA OFFICINALIS FLOWER EXTRACT;UV FILTER
54976;BUDDLEJA OFFICINALIS LEAF EXTRACT;SKIN CONDITIONING
54977;BUFFALO FAT;SKIN CONDITIONING
93926;BUGLOSSOIDES ARVENSIS SEED OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
89565;BULBINE FRUTESCENS LEAF JUICE;SKIN CONDITIONING
39102;BULNESIA SARMIENTOI EXTRACT;PERFUMING
39103;BULNESIA SARMIENTOI EXTRACT ACETYLATED;PERFUMING
54978;BULNESIA SARMIENTOI WOOD OIL;FRAGRANCE, SKIN CONDITIONING
31690;BUMETRIZOLE;UV ABSORBER
54979;BUPLEURUM CHINENSE ROOT EXTRACT;ASTRINGENT
89345;BUPLEURUM FALCATUM CALLUS CULTURE EXTRACT;HAIR CONDITIONING
94873;BUPLEURUM FALCATUM FLOWER/LEAF/STEM EXTRACT;HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING
96867;BUPLEURUM FALCATUM LEAF EXTRACT;SKIN CONDITIONING
54980;BUPLEURUM FALCATUM ROOT EXTRACT;SKIN CONDITIONING
86775;BURSERA BIPINNATA RESIN EXTRACT;FRAGRANCE, PERFUMING
39104;BURSERA FAGAROIDES WOOD OIL;PERFUMING
83625;BURSERA GRAVEOLENS FRUIT OIL;ANTIPERSPIRANT, FLAVOURING, FRAGRANCE, PERFUMING
83624;BURSERA GRAVEOLENS WOOD OIL;FLAVOURING, FRAGRANCE, PERFUMING
96997;BURSERA GRAVEOLENS WOOD WATER;HAIR CONDITIONING, SKIN CONDITIONING
88209;BURSERA SIMARUBA BARK EXTRACT;ANTIOXIDANT
97359;BUTADIENE;NOT REPORTED
31691;BUTADIENE/ACRYLONITRILE COPOLYMER;FILM FORMING, VISCOSITY CONTROLLING
54981;BUTADIENE/ISOPRENE COPOLYMER;SKIN CONDITIONING
31692;BUTANE;PROPELLANT
54982;BUTANEDIOL/ADIPIC ACID COPOLYMER;SKIN CONDITIONING
54983;BUTEA FRONDOSA FLOWER;SKIN PROTECTING
54984;BUTEA FRONDOSA FLOWER EXTRACT;HAIR CONDITIONING, SKIN CONDITIONING, SKIN PROTECTING
94008;BUTEA MONOSPERMA BARK EXTRACT;SKIN CONDITIONING
54985;BUTEA SUPERBA EXTRACT;SKIN CONDITIONING
54986;BUTEA SUPERBA ROOT EXTRACT;ORAL CARE
54987;BUTEA SUPERBA ROOT POWDER;HUMECTANT, SKIN CONDITIONING
88827;BUTENDIOL/VINYL ALCOHOL COPOLYMER;
97360;BUTENE;NOT REPORTED
95996;BUTENE/ISOBUTENE COPOLYMER;BINDING, HUMECTANT, VISCOSITY CONTROLLING
88168;BUTENE/PROPYLENE COPOLYMER;FILM FORMING, VISCOSITY CONTROLLING
97361;BUTENEDIOL;NOT REPORTED
91147;BUTENYL AMINOLEVULINATE HCL;ANTIOXIDANT, SKIN CONDITIONING, SKIN PROTECTING
39107;BUTENYL ISOAMYLOXYACETATE;PERFUMING
39106;BUTENYLIDENE-TRIMETHYLCYCLOHEXENONE;PERFUMING
85926;BUTETH-2 ACETATE;FRAGRANCE, PERFUMING, SOLVENT, VISCOSITY CONTROLLING
54988;BUTETH-3;SOLVENT
74728;BUTETH-3 CARBOXYLIC ACID;SURFACTANT - CLEANSING
74729;BUTOXY CHITOSAN;FILM FORMING, HAIR CONDITIONING, VISCOSITY CONTROLLING
94543;BUTOXY PEG-4 PG-AMODIMETHICONE;HAIR CONDITIONING
31695;BUTOXYDIGLYCOL;FRAGRANCE, SOLVENT, VISCOSITY CONTROLLING
31696;BUTOXYETHANOL;FRAGRANCE, SOLVENT, VISCOSITY CONTROLLING
74732;BUTOXYETHYL ACETATE;FRAGRANCE, SOLVENT
31698;BUTOXYETHYL NICOTINATE;SKIN CONDITIONING
54989;BUTOXYETHYL STEARATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
85923;BUTOXYHYDROXYPROPYL CETYL HYDROXYETHYLCELLULOSE;EMULSION STABILISING, VISCOSITY CONTROLLING
74734;BUTOXYNOL-19 CARBOXYLIC ACID;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
74735;BUTOXYNOL-5 CARBOXYLIC ACID;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
92347;BUTTER;SKIN CONDITIONING
54990;BUTTER DECYL ESTERS;EMULSION STABILISING, HAIR CONDITIONING, SKIN CONDITIONING
82668;BUTTER EXTRACT;SKIN CONDITIONING - EMOLLIENT
54991;BUTTER GLYCERIDES;SKIN CONDITIONING
89416;BUTTERMILK EXTRACT POWDER;ANTIOXIDANT, EMULSION STABILISING, HAIR CONDITIONING, HUMECTANT, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
92488;BUTTERMILK POWDER;HAIR CONDITIONING, SKIN CONDITIONING
89489;BUTYL 2-GLYCERYL ASCORBATE;ANTIOXIDANT, HUMECTANT
39150;BUTYL 2-METHYLBUTYRATE;PERFUMING
89490;BUTYL 3-GLYCERYL ASCORBATE;ANTIOXIDANT, HUMECTANT
74737;BUTYL ACETATE;FRAGRANCE, SOLVENT
74738;BUTYL ACETYL RICINOLEATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
91900;BUTYL ACRYLATE;BINDING
54992;BUTYL ACRYLATE/C6-14 PERFLUOROALKYLETHYL ACRYLATE/MERCAPTOPROPYL DIMETHICONE COPOLYMER;FILM FORMING, OPACIFYING
90200;BUTYL ACRYLATE/CYCLOHEXYL METHACRYLATE COPOLYMER;FILM FORMING
54993;BUTYL ACRYLATE/ETHYLHEXYL METHACRYLATE COPOLYMER;FILM FORMING, HAIR FIXING
85990;BUTYL ACRYLATE/ETHYLTRIMONIUM CHLORIDE METHACRYLATE/STYRENE COPOLYMER;DEODORANT, FILM FORMING, HAIR CONDITIONING
54994;BUTYL ACRYLATE/GLYCOL DIMETHACRYLATE CROSSPOLYMER;ABSORBENT, FILM FORMING
31704;BUTYL ACRYLATE/HYDROXYETHYL METHACRYLATE COPOLYMER;FILM FORMING
54995;BUTYL ACRYLATE/HYDROXYPROPYL DIMETHICONE ACRYLATE COPOLYMER;FILM FORMING, HAIR FIXING
83769;BUTYL ACRYLATE/ISOPROPYLACRYLAMIDE/PEG-18 DIMETHACRYLATE CROSSPOLYMER;EMULSION STABILISING, FILM FORMING, SKIN CONDITIONING
95263;BUTYL ACRYLATE/LAURYL METHACRYLATE/METHACRYLOYLOXYPROPYL DIMETHICONE COPOLYMER;FILM FORMING
31705;BUTYL ACRYLATE/STYRENE COPOLYMER;FILM FORMING
39111;BUTYL ANGELATE;PERFUMING
39112;BUTYL ANTHRANILATE;PERFUMING
54996;BUTYL AVOCADATE;SKIN CONDITIONING
54997;BUTYL BABASSUATE;EMULSION STABILISING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING
31706;BUTYL BENZOATE;FRAGRANCE, PRESERVATIVE
31707;BUTYL BENZOIC ACID/PHTHALIC ANHYDRIDE/TRIMETHYLOLETHANE COPOLYMER;FILM FORMING
84498;BUTYL BENZYL PHTHALATE;PLASTICISER
39113;BUTYL BUTYRATE;PERFUMING
39114;BUTYL BUTYROLACTATE;PERFUMING
39115;BUTYL CINNAMALDEHYDE;PERFUMING
39116;BUTYL CINNAMATE;PERFUMING
85199;BUTYL DIETHANOLAMINE;BUFFERING
54998;BUTYL DIMETHICONE ACRYLATE/CYCLOHEXYLMETHACRYLATE/ETHYLHEXYL ACRYLATE COPOLYMER;FILM FORMING
74743;BUTYL ESTER OF ETHYLENE/MA COPOLYMER;ANTISTATIC, BINDING, FILM FORMING, HAIR FIXING
74744;BUTYL ESTER OF PVM/MA COPOLYMER;ANTISTATIC, BINDING, FILM FORMING, HAIR FIXING
39135;BUTYL ETHYL KETONE;PERFUMING
54999;BUTYL ETHYL PROPANEDIOL;HUMECTANT, SKIN CONDITIONING
55000;BUTYL ETHYLPROPANEDIYL ETHYLHEXANOATE;SOLVENT
39136;BUTYL FORMATE;PERFUMING
55001;BUTYL GLUCOSIDE;CLEANSING, SURFACTANT - CLEANSING
90055;BUTYL GLYCOLATE;SKIN CONDITIONING
39137;BUTYL HEXANOATE;PERFUMING
92007;BUTYL HYDROXYBUTYRATE;SOLVENT
93641;BUTYL HYDROXYCYCLOHEXANE CARBOXYLATE;SKIN CONDITIONING
39142;BUTYL ISOBUTYRATE;PERFUMING
39143;BUTYL ISOHEXANOATE;PERFUMING
74745;BUTYL ISOSTEARATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
39146;BUTYL ISOVALERATE;PERFUMING
74746;BUTYL LACTATE;FRAGRANCE, SOLVENT
39147;BUTYL LAEVULINATE;PERFUMING
97364;BUTYL MALEATE;NOT REPORTED
74747;BUTYL METHACRYLATE;FILM FORMING, FRAGRANCE, VISCOSITY CONTROLLING
94090;BUTYL METHACRYLATE/ACRYOYLOXY PG METHACRYLATE COPOLYMER;FILM FORMING
55002;BUTYL METHACRYLATE/DMAPA ACRYLATES/VINYLACETAMIDE CROSSPOLYMER;FILM FORMING
31713;BUTYL METHOXYDIBENZOYLMETHANE;LIGHT STABILIZER, UV ABSORBER, UV FILTER
74749;BUTYL MYRISTATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
39157;BUTYL OCTANOATE;PERFUMING
74750;BUTYL OLEATE;FRAGRANCE, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
84499;BUTYL PABA;UV ABSORBER
39159;BUTYL PHENETHYL ETHER;PERFUMING
39160;BUTYL PHENYLACETATE;PERFUMING
74751;BUTYL PHTHALYL BUTYL GLYCOLATE;FILM FORMING, PLASTICISER
90199;BUTYL POLYDIMETHYLSILOXY ETHOXYPROPYL PHOSPHATE;SURFACTANT - CLEANSING
83777;BUTYL POLYDIMETHYLSILOXYL ETHYLENE/PROPYLENE/VINYLNORBORNENE COPOLYMER;VISCOSITY CONTROLLING
39166;BUTYL PROPIONATE;PERFUMING
55003;BUTYL RESORCINOL BIS-SUCCINOYLPHYTOSPHINGOSINE;ANTIMICROBIAL, SKIN PROTECTING
39171;BUTYL SALICYLATE;PERFUMING
74752;BUTYL STEARATE;FRAGRANCE, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
31719;BUTYL THIOGLYCOLATE;HAIR WAVING OR STRAIGHTENING
39172;BUTYL TIGLATE;PERFUMING
39174;BUTYL UNDECENOATE;PERFUMING
90193;BUTYLAMINOETHYL METHACRYLATE CROSSPOLYMER;BINDING
31720;BUTYLATED POLYOXYMETHYLENE UREA;FILM FORMING
74755;BUTYLATED PVP;BINDING, FILM FORMING, HAIR FIXING
55004;BUTYLATED XYLENOL;ANTIOXIDANT
88170;BUTYLCARBAMOETHYL METHACRYLATE;FILM FORMING
39133;BUTYLDIHYDRODIMETHYLPYRAN;PERFUMING
55005;BUTYLDIMETHICONE METHACRYLATE/METHYL METHACRYLATE CROSSPOLYMER;PLASTICISER
89473;BUTYLDIMETHICONYL PROPOXYETHYLCARBAMOYLPROPYL SILSESQUIOXANE;NOT REPORTED
55006;BUTYLDIMONIUMHYDROXYPROPYL BUTYLGLUCOSIDES CHLORIDE;CLEANSING, SKIN CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
55007;BUTYLDIMONIUMHYDROXYPROPYL LAURYLGLUCOSIDES CHLORIDE;CLEANSING, SKIN CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
55008;BUTYLENE CARBONATE;SKIN CONDITIONING
74756;BUTYLENE GLYCOL;FRAGRANCE, HUMECTANT, SKIN CONDITIONING, SOLVENT, VISCOSITY CONTROLLING
55009;BUTYLENE GLYCOL BEHENATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
55010;BUTYLENE GLYCOL COCOATE;EMULSION STABILISING, SURFACTANT - EMULSIFYING, VISCOSITY CONTROLLING
74757;BUTYLENE GLYCOL DICAPRYLATE/DICAPRATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
84054;BUTYLENE GLYCOL DIISONONANOATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
90686;BUTYLENE GLYCOL ISOSTEARATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
55011;BUTYLENE GLYCOL ISOSTEARATES;EMULSION STABILISING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
55012;BUTYLENE GLYCOL LAURATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
74758;BUTYLENE GLYCOL MONTANATE;SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
55013;BUTYLENE GLYCOL MYRISTATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
55014;BUTYLENE GLYCOL OLEATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
55015;BUTYLENE GLYCOL PALMITATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
55016;BUTYLENE GLYCOL PROPIONATE;SOLVENT
91433;BUTYLENE GLYCOL SESQUIISOSTEARATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
55017;BUTYLENE GLYCOL STEARATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
31725;BUTYLENE/ETHYLENE COPOLYMER;VISCOSITY CONTROLLING
55018;BUTYLENE/ETHYLENE/PROPYLENE COPOLYMER;FILM FORMING
55019;BUTYLENE/ETHYLENE/STYRENE COPOLYMER;VISCOSITY CONTROLLING
55020;BUTYLETHANOLAMINE;BUFFERING
55021;BUTYLETHYLPROPANEDIOL DIMER DILINOLEATE;FILM FORMING, SKIN CONDITIONING
31726;BUTYLGLUCOSIDE CAPRATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
55022;BUTYLGLUCOSIDES HYDROXYPROPYLTRIMONIUM CHLORIDE;CLEANSING, SKIN CONDITIONING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
88807;BUTYLGLYCERIN;
39141;BUTYLIDENEPHTHALIDE;PERFUMING
98711;BUTYLOCTANAMIDE MEA;ANTIOXIDANT, HAIR CONDITIONING, SKIN CONDITIONING - MISCELLANEOUS, SKIN PROTECTING
31727;BUTYLOCTANOIC ACID;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
74762;BUTYLOCTANOL;HUMECTANT, SOLVENT
74763;BUTYLOCTYL BEESWAX;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
84114;BUTYLOCTYL BEHENATE;SKIN CONDITIONING - EMOLLIENT
31730;BUTYLOCTYL BENZOATE;PLASTICISER, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SOLVENT
74765;BUTYLOCTYL CANDELILLATE;SKIN CONDITIONING, VISCOSITY CONTROLLING
84115;BUTYLOCTYL CETEARATE;SKIN CONDITIONING - EMOLLIENT
74766;BUTYLOCTYL OLEATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
84116;BUTYLOCTYL PALMITATE;SKIN CONDITIONING - EMOLLIENT
31733;BUTYLOCTYL SALICYLATE;HAIR CONDITIONING, SKIN CONDITIONING, SOLVENT
39158;BUTYLOXEPANONE;PERFUMING
31734;BUTYLPARABEN;FRAGRANCE, PRESERVATIVE
31735;BUTYLPHENYL METHYLPROPIONAL;FRAGRANCE, PERFUMING
39165;BUTYLPHTHALIDE;PERFUMING
55023;BUTYLPHTHALIMIDE;PLASTICISER, SKIN CONDITIONING
39167;BUTYLQUINOLINE;PERFUMING
39175;BUTYRALDEHYDE;PERFUMING
74770;BUTYRIC ACID;FRAGRANCE
74771;BUTYRIS LAC POWDER;HAIR CONDITIONING, SKIN CONDITIONING
74772;BUTYROLACTONE;FRAGRANCE, SOLVENT
82878;BUTYROLACTONETHIOL;HAIR WAVING OR STRAIGHTENING, REDUCING
39177;BUTYROPHENONE;PERFUMING
84401;BUTYROSPERMUM PARKII BUTTER;SKIN CONDITIONING, VISCOSITY CONTROLLING
84402;BUTYROSPERMUM PARKII BUTTER EXTRACT;SKIN CONDITIONING
84403;BUTYROSPERMUM PARKII BUTTER UNSAPONIFIABLES;HAIR CONDITIONING, SKIN CONDITIONING
94755;BUTYROSPERMUM PARKII LEAF EXTRACT ;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
83169;BUTYROSPERMUM PARKII NUT EXTRACT;SKIN CONDITIONING - EMOLLIENT
83170;BUTYROSPERMUM PARKII NUT SHELL POWDER;ABRASIVE
55026;BUTYROSPERMUM PARKII OIL;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
55027;BUTYROSPERMUM PARKII SEEDCAKE EXTRACT;SKIN PROTECTING
96384;BUTYROYL GLUTATHIONE;ANTIMICROBIAL, ANTIOXIDANT, REDUCING
88673;BUTYROYL PENTAPEPTIDE-24;SKIN CONDITIONING
98609;BUTYROYL SH-PENTAPEPTIDE-12 SP;SKIN CONDITIONING - MISCELLANEOUS
74608;BUTYROYL TRIHEXYL CITRATE;PLASTICISER, SKIN CONDITIONING - EMOLLIENT
31742;BUTYRUM;SKIN CONDITIONING - EMOLLIENT
54849;BUXUS SEMPERVIRENS LEAF EXTRACT;SKIN CONDITIONING
95830;BYTTNERIA ANDAMANENSIS BARK EXTRACT;HAIR CONDITIONING, HAIR FIXING, HAIR WAVING OR STRAIGHTENING
97417;C1-18 ALKYL ACRYLATE;NOT REPORTED
97431;C1-2 ALKYL SUCCINATE;NOT REPORTED
74671;C1-5 ALKYL GALACTOMANNAN;BINDING, EMULSION STABILISING, FILM FORMING, SURFACTANT - EMULSIFYING, VISCOSITY CONTROLLING
97415;C1-8 ALKYL ACRYLAMIDE;NOT REPORTED
97416;C1-8 ALKYL ACRYLATE;NOT REPORTED
54902;C1-8 ALKYL TETRAHYDROXYCYCLOHEXANOATE;SKIN CONDITIONING
39017;C10 ALKYL ACETATE;PERFUMING
54850;C10-11 AROMATIC HYDROCARBONS;SOLVENT
74610;C10-11 ISOPARAFFIN;SOLVENT, VISCOSITY CONTROLLING
54851;C10-12 ALKANE/CYCLOALKANE;SOLVENT
54852;C10-12 ISOPARAFFIN;SOLVENT, VISCOSITY CONTROLLING
31745;C10-13 ALKANE;SOLVENT
31746;C10-13 ISOPARAFFIN;SOLVENT
74613;C10-14 ALKYL BENZENESULFONIC ACID;CLEANSING, FOAMING, SURFACTANT - CLEANSING
54853;C10-16 ALCOHOLS;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
54854;C10-16 ALKYL GLUCOSIDE;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
97439;C10-16 OLEFIN;NOT REPORTED
83331;C10-16 PARETH-1;CLEANSING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING
83330;C10-16 PARETH-2;CLEANSING, SURFACTANT - CLEANSING
74614;C10-18 TRIGLYCERIDES;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SOLVENT
83028;C10-18 TRIGLYCERIDES POLYGLYCERYL-3 ESTERS PHOSPHATES;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
97421;C10-30 ALKYL ACRYLATE;NOT REPORTED
97422;C10-30 ALKYL METHACRYLATE;NOT REPORTED
97425;C10-30 ALKYL PEG-20 ITACONATE;NOT REPORTED
97426;C10-30 ALKYL PEG-25 METHACRYLATE;NOT REPORTED
74615;C10-30 CHOLESTEROL/LANOSTEROL ESTERS;SKIN CONDITIONING, SURFACTANT - EMULSIFYING, VISCOSITY CONTROLLING
54855;C10-40 HYDROXYALKYL ACID;HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
54856;C10-40 HYDROXYALKYL ACID CHOLESTEROL ESTERS;SKIN CONDITIONING, VISCOSITY CONTROLLING
54857;C10-40 ISOALKYL ACID;HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
54858;C10-40 ISOALKYL ACID CHOLESTEROL ESTERS;SKIN CONDITIONING, VISCOSITY CONTROLLING
54859;C10-40 ISOALKYL ACID GLYCERIDE;HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
54860;C10-40 ISOALKYL ACID OCTYLDODECANOL ESTERS;SKIN CONDITIONING, VISCOSITY CONTROLLING
54861;C10-40 ISOALKYL ACID PHYTOSTEROL ESTERS;HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
54862;C10-40 ISOALKYL ACID TRIGLYCERIDE;HAIR CONDITIONING, SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
54863;C10-40 ISOALKYLAMIDOPROPYLETHYLDIMONIUM ETHOSULFATE;ANTISTATIC, HAIR CONDITIONING
74616;C11-12 ISOPARAFFIN;SKIN CONDITIONING, SOLVENT
31751;C11-13 ISOPARAFFIN;SOLVENT
54864;C11-13 PARETH-10;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
54865;C11-13 PARETH-6;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
54866;C11-13 PARETH-9;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
54867;C11-14 ALKANE/CYCLOALKANE;SOLVENT
54868;C11-14 ISOPARAFFIN;SOLVENT, VISCOSITY CONTROLLING
54869;C11-15 ALKANE/CYCLOALKANE;SOLVENT
31753;C11-15 PARETH-12;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
74619;C11-15 PARETH-12 STEARATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
74620;C11-15 PARETH-15;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
31756;C11-15 PARETH-20;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
74622;C11-15 PARETH-3;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
74623;C11-15 PARETH-3 OLEATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT, SURFACTANT - EMULSIFYING
74624;C11-15 PARETH-3 STEARATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
74625;C11-15 PARETH-30;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
31761;C11-15 PARETH-40;CLEANSING, SURFACTANT - CLEANSING
74627;C11-15 PARETH-5;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
74628;C11-15 PARETH-7;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
74629;C11-15 PARETH-7 CARBOXYLIC ACID;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
74630;C11-15 PARETH-9;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
31766;C11-15 SEC-PARETH-12;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
39670;C11-15-ISOALKANES;PERFUMING
31767;C11-21 PARETH-10;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
74633;C11-21 PARETH-3;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
31769;C12-13 ALCOHOLS;EMULSION STABILISING, SKIN CONDITIONING - EMOLLIENT, VISCOSITY CONTROLLING
54916;C12-13 ALKANE/CYCLOALKANE;SOLVENT
74695;C12-13 ALKYL ETHYLHEXANOATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
88904;C12-13 ALKYL GLYCERYL HYDROLYZED HYALURONATE;
74696;C12-13 ALKYL LACTATE;SKIN CONDITIONING, SKIN CONDITIONING - EMOLLIENT
97424;C12-13 ALKYL METHACRYLATE;NOT REPORTED
83354;C12-13 PARETH-1;CLEANSING, SKIN CONDITIONING - EMOLLIENT
74697;C12-13 PARETH-10;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
74698;C12-13 PARETH-10 PHOSPHATE;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
31774;C12-13 PARETH-12 CARBOXYLIC ACID;CLEANSING, SURFACTANT - CLEANSING
74700;C12-13 PARETH-15;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
74701;C12-13 PARETH-2;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
54917;C12-13 PARETH-2 PHOSPHATE;CLEANSING, SURFACTANT - CLEANSING
74702;C12-13 PARETH-23;CLEANSING, SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
74703;C12-13 PARETH-3;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
74704;C12-13 PARETH-4;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
74705;C12-13 PARETH-5;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
31781;C12-13 PARETH-5 CARBOXYLIC ACID;CLEANSING, SURFACTANT - CLEANSING
54918;C12-13 PARETH-6;SURFACTANT - CLEANSING, SURFACTANT - EMULSIFYING
